research_no,id,hotel_name,jalan_url,verification_status,verification_note
666,stage-222-3,コンフォートホテル和歌山,https://www.jalan.net/yad379936/,verified,hotel name matches Jalan page; location context consistent
667,stage-223-1,三井ガーデンホテル岡山,https://www.jalan.net/yad322766/,verified,hotel name matches Jalan page; location context consistent
668,stage-223-2,ダイワロイネットホテル岡山駅前,https://www.jalan.net/yad304172/,verified,hotel name matches Jalan page; location context consistent
669,stage-223-3,ホテルグランヴィア岡山,https://www.jalan.net/yad318144/,verified,hotel name matches Jalan page; location context consistent
670,stage-224-1,倉敷アイビースクエア,https://www.jalan.net/yad315803/,verified,hotel name matches Jalan page; location context consistent
671,stage-224-2,ロイヤルパークホテル倉敷,https://www.jalan.net/yad354682/,verified,hotel name matches Jalan page; location context consistent
672,stage-224-3,センチュリオンホテル&スパ倉敷,https://www.jalan.net/yad302526/,verified,hotel name matches Jalan page; location context consistent
673,stage-225-1,三井ガーデンホテル広島,https://www.jalan.net/yad391095/,verified,hotel name matches Jalan page; location context consistent
674,stage-225-2,ダイワロイネットホテル広島,https://www.jalan.net/yad378150/,verified,hotel name matches Jalan page; location context consistent
675,stage-225-3,ホテルインターゲート広島,https://www.jalan.net/yad342016/,verified,hotel name matches Jalan page; location context consistent
676,stage-226-1,ホテルスイート広島 白島,https://www.jalan.net/yad306604/,verified,hotel name matches Jalan page; location context consistent
677,stage-226-2,ヴィアインプライム広島新幹線口,https://www.jalan.net/yad337466/,verified,hotel name matches Jalan page; location context consistent
678,stage-226-3,ダイワロイネットホテル広島駅前,https://www.jalan.net/yad365410/,verified,hotel name matches Jalan page; location context consistent
679,stage-227-1,三井ガーデンホテル広島,https://www.jalan.net/yad391095/,verified,hotel name matches Jalan page; location context consistent
680,stage-227-2,ダイワロイネットホテル広島,https://www.jalan.net/yad378150/,verified,hotel name matches Jalan page; location context consistent
681,stage-227-3,ホテルインターゲート広島,https://www.jalan.net/yad342016/,verified,hotel name matches Jalan page; location context consistent
682,stage-228-1,呉阪急ホテル,https://www.jalan.net/yad320802/,verified,hotel name matches Jalan page; location context consistent
683,stage-228-2,コンフォートホテル呉,https://www.jalan.net/yad330900/,verified,hotel name matches Jalan page; location context consistent
684,stage-228-3,クレイトンベイホテル,https://www.jalan.net/yad358100/,verified,hotel name matches Jalan page; location context consistent
685,stage-229-1,福山ニューキャッスルホテル,https://www.jalan.net/yad321232/,verified,hotel name matches Jalan page; location context consistent
686,stage-229-2,ダイワロイネットホテル福山駅前,https://www.jalan.net/yad377029/,verified,hotel name matches Jalan page; location context consistent
687,stage-229-3,リッチモンドホテル福山駅前,https://www.jalan.net/yad339594/,verified,hotel name matches Jalan page; location context consistent
688,stage-230-1,コンフォートホテル新山口,https://www.jalan.net/yad339664/,verified,hotel name matches Jalan page; location context consistent
689,stage-230-2,東横INN新山口駅新幹線口,https://www.jalan.net/yad347583/,verified,hotel name matches Jalan page; location context consistent
690,stage-230-3,ホテルアクティブ!山口,https://www.jalan.net/yad345205/,verified,hotel name matches Jalan page; location context consistent
691,stage-231-1,松江エクセルホテル東急,https://www.jalan.net/yad378620/,verified,hotel name matches Jalan page; location context consistent
692,stage-231-2,ドーミーインEXPRESS松江,https://www.jalan.net/yad377442/,verified,hotel name matches Jalan page; location context consistent
693,stage-231-3,ホテルルートイン松江,https://www.jalan.net/yad386217/,manual_verified,施設名本体・島根県・松江駅が一致
694,stage-232-1,ANAクラウンプラザホテル米子,https://www.jalan.net/yad331034/,verified,hotel name matches Jalan page; location context consistent
695,stage-232-2,グリーンリッチホテル米子駅前,https://www.jalan.net/yad337668/,verified,hotel name matches Jalan page; location context consistent
696,stage-232-3,東横INN米子駅前,https://www.jalan.net/yad326150/,verified,hotel name matches Jalan page; location context consistent
697,stage-233-1,JRホテルクレメント高松,https://www.jalan.net/yad302830/,verified,hotel name matches Jalan page; location context consistent
698,stage-233-2,ダイワロイネットホテル高松,https://www.jalan.net/yad345014/,verified,hotel name matches Jalan page; location context consistent
699,stage-233-3,コンフォートホテル高松,https://www.jalan.net/yad304080/,verified,hotel name matches Jalan page; location context consistent
700,stage-234-1,JRホテルクレメント徳島,https://www.jalan.net/yad312572/,verified,hotel name matches Jalan page; location context consistent
701,stage-234-2,ダイワロイネットホテル徳島駅前,https://www.jalan.net/yad370940/,verified,hotel name matches Jalan page; location context consistent
702,stage-234-3,スマイルホテル徳島,https://www.jalan.net/yad307165/,verified,hotel name matches Jalan page; location context consistent
703,stage-235-1,ANAクラウンプラザホテル松山,https://www.jalan.net/yad310390/,verified,hotel name matches Jalan page; location context consistent
704,stage-235-2,ダイワロイネットホテル松山,https://www.jalan.net/yad389020/,verified,hotel name matches Jalan page; location context consistent
705,stage-235-3,コンフォートホテル松山,https://www.jalan.net/yad324324/,verified,hotel name matches Jalan page; location context consistent
706,stage-236-1,ザ クラウンパレス新阪急高知,https://www.jalan.net/yad322158/,rebranded_current_page,旧ザ クラウンパレス新阪急高知の検索結果から高知エリア・駅が一致する現行じゃらん施設ページとして採用
707,stage-236-2,ドーミーイン高知,https://www.jalan.net/yad384040/,verified,hotel name matches Jalan page; location context consistent
708,stage-236-3,コンフォートホテル高知,https://www.jalan.net/yad317306/,verified,hotel name matches Jalan page; location context consistent
709,stage-237-1,三井ガーデンホテル福岡祇園,https://www.jalan.net/yad384068/,verified,hotel name matches Jalan page; location context consistent
710,stage-237-2,西鉄ホテル クルーム博多祇園 櫛田神社前,https://www.jalan.net/yad356362/,verified,hotel name matches Jalan page; location context consistent
711,stage-237-3,ホテルリソルトリニティ博多,https://www.jalan.net/yad356316/,verified,hotel name matches Jalan page; location context consistent
712,stage-238-1,三井ガーデンホテル福岡祇園,https://www.jalan.net/yad384068/,verified,hotel name matches Jalan page; location context consistent
713,stage-238-2,西鉄ホテル クルーム博多祇園 櫛田神社前,https://www.jalan.net/yad356362/,verified,hotel name matches Jalan page; location context consistent
714,stage-238-3,ホテルリソルトリニティ博多,https://www.jalan.net/yad356316/,verified,hotel name matches Jalan page; location context consistent
715,stage-239-1,ホテル博多プレイス,https://www.jalan.net/yad346759/,verified,hotel name matches Jalan page; location context consistent
716,stage-239-2,ザ・ワンファイブマリン福岡,https://www.jalan.net/yad344616/,verified,hotel name matches Jalan page; location context consistent
717,stage-239-3,ホテルニューガイア上呉服,https://www.jalan.net/yad373877/,verified,hotel name matches Jalan page; location context consistent
718,stage-240-1,ホテル博多プレイス,https://www.jalan.net/yad346759/,verified,hotel name matches Jalan page; location context consistent
719,stage-240-2,ザ・ワンファイブマリン福岡,https://www.jalan.net/yad344616/,verified,hotel name matches Jalan page; location context consistent
720,stage-240-3,ホテルニューガイア上呉服,https://www.jalan.net/yad373877/,verified,hotel name matches Jalan page; location context consistent
721,stage-241-1,JR九州ステーションホテル小倉,https://www.jalan.net/yad341343/,verified,hotel name matches Jalan page; location context consistent
722,stage-241-2,ダイワロイネットホテル小倉駅前,https://www.jalan.net/yad386180/,verified,hotel name matches Jalan page; location context consistent
723,stage-241-3,クインテッサホテル小倉 Comic & Books,https://www.jalan.net/yad332917/,verified,hotel name matches Jalan page; location context consistent
724,stage-242-1,JR九州ステーションホテル小倉,https://www.jalan.net/yad341343/,verified,hotel name matches Jalan page; location context consistent
725,stage-242-2,ダイワロイネットホテル小倉駅前,https://www.jalan.net/yad386180/,verified,hotel name matches Jalan page; location context consistent
726,stage-242-3,クインテッサホテル小倉 Comic & Books,https://www.jalan.net/yad332917/,verified,hotel name matches Jalan page; location context consistent
727,stage-243-1,ザ・セレクトン久留米,https://www.jalan.net/yad380511/,verified,hotel name matches Jalan page; location context consistent
728,stage-243-2,グリーンリッチホテル久留米,https://www.jalan.net/yad317845/,verified,hotel name matches Jalan page; location context consistent
729,stage-243-3,久留米ワシントンホテルプラザ,https://www.jalan.net/yad311805/,verified,hotel name matches Jalan page; location context consistent
730,stage-244-1,KOKO HOTEL Premier 熊本,https://www.jalan.net/yad334744/,verified,hotel name matches Jalan page; location context consistent
731,stage-244-2,ダイワロイネットホテル熊本銀座通り PREMIER,https://www.jalan.net/yad308775/,verified,hotel name matches Jalan page; location context consistent
732,stage-244-3,三井ガーデンホテル熊本,https://www.jalan.net/yad316105/,verified,hotel name matches Jalan page; location context consistent
733,stage-245-1,KOKO HOTEL Premier 熊本,https://www.jalan.net/yad334744/,verified,hotel name matches Jalan page; location context consistent
734,stage-245-2,ダイワロイネットホテル熊本銀座通り PREMIER,https://www.jalan.net/yad308775/,verified,hotel name matches Jalan page; location context consistent
735,stage-245-3,三井ガーデンホテル熊本,https://www.jalan.net/yad316105/,verified,hotel name matches Jalan page; location context consistent
736,stage-246-1,JR九州ホテル ブラッサム大分,https://www.jalan.net/yad339266/,verified,hotel name matches Jalan page; location context consistent
737,stage-246-2,ダイワロイネットホテル大分,https://www.jalan.net/yad342480/,verified,hotel name matches Jalan page; location context consistent
738,stage-246-3,ホテル日航大分 オアシスタワー,https://www.jalan.net/yad338475/,verified,hotel name matches Jalan page; location context consistent
739,stage-247-1,JR九州ホテル長崎,https://www.jalan.net/yad318707/,verified,hotel name matches Jalan page; location context consistent
740,stage-247-2,ホテルフォルツァ長崎,https://www.jalan.net/yad308596/,verified,hotel name matches Jalan page; location context consistent
741,stage-247-3,ドーミーインPREMIUM長崎駅前,https://www.jalan.net/yad396693/,verified,hotel name matches Jalan page; location context consistent
742,stage-248-1,JR九州ホテル宮崎,https://www.jalan.net/yad361436/,verified,hotel name matches Jalan page; location context consistent
743,stage-248-2,コンフォートホテル宮崎,https://www.jalan.net/yad369616/,verified,hotel name matches Jalan page; location context consistent
744,stage-248-3,ドーミーイン宮崎,https://www.jalan.net/yad398448/,verified,hotel name matches Jalan page; location context consistent
745,stage-249-1,JR九州ホテル鹿児島,https://www.jalan.net/yad399054/,verified,hotel name matches Jalan page; location context consistent
746,stage-249-2,ソラリア西鉄ホテル鹿児島,https://www.jalan.net/yad346291/,verified,hotel name matches Jalan page; location context consistent
747,stage-249-3,ダイワロイネットホテル鹿児島天文館 PREMIER,https://www.jalan.net/yad388886/,verified,hotel name matches Jalan page; location context consistent
748,stage-250-1,ホテル コレクティブ,https://www.jalan.net/yad382520/,verified,hotel name matches Jalan page; location context consistent
749,stage-250-2,ダイワロイネットホテル那覇国際通り,https://www.jalan.net/yad304700/,verified,hotel name matches Jalan page; location context consistent
750,stage-250-3,ホテルグレイスリー那覇,https://www.jalan.net/yad306815/,verified,hotel name matches Jalan page; location context consistent
