research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre
627,stage-209-3,神戸北野ホテル,兵庫県,新神戸,北野・三宮,stage-209,209,AiiA 2.5 Theater Kobe,3,stage
628,stage-210-1,神戸ルミナスホテル三宮,兵庫県,三宮,三宮,stage-210,210,神戸国際会館こくさいホール,1,stage
629,stage-210-2,ダイワロイネットホテル神戸三宮 PREMIER,兵庫県,三宮,三宮,stage-210,210,神戸国際会館こくさいホール,2,stage
630,stage-210-3,コンフォートホテルERA神戸三宮,兵庫県,三宮,三宮,stage-210,210,神戸国際会館こくさいホール,3,stage
631,stage-211-1,ホテルヒューイット甲子園,兵庫県,西宮北口,甲子園,stage-211,211,兵庫県立芸術文化センター 阪急 中ホール,1,stage
632,stage-211-2,ホテル甲子園,兵庫県,西宮北口,甲子園,stage-211,211,兵庫県立芸術文化センター 阪急 中ホール,2,stage
633,stage-211-3,都ホテル 尼崎,兵庫県,西宮北口,尼崎,stage-211,211,兵庫県立芸術文化センター 阪急 中ホール,3,stage
634,stage-212-1,神戸ホテルジュラク,兵庫県,大倉山・神戸,神戸,stage-212,212,神戸文化ホール 大ホール,1,stage
635,stage-212-2,センチュリオンホテル グランド神戸駅前,兵庫県,大倉山・神戸,神戸,stage-212,212,神戸文化ホール 大ホール,2,stage
636,stage-212-3,神戸シティガーデンズホテル,兵庫県,大倉山・神戸,神戸,stage-212,212,神戸文化ホール 大ホール,3,stage
637,stage-213-1,神戸ルミナスホテル三宮,兵庫県,旧居留地・三宮,三宮,stage-213,213,神戸朝日ホール,1,stage
638,stage-213-2,ダイワロイネットホテル神戸三宮 PREMIER,兵庫県,旧居留地・三宮,三宮,stage-213,213,神戸朝日ホール,2,stage
639,stage-213-3,コンフォートホテルERA神戸三宮,兵庫県,旧居留地・三宮,三宮,stage-213,213,神戸朝日ホール,3,stage
640,stage-214-1,ホテルモントレ姫路,兵庫県,姫路,姫路,stage-214,214,アクリエひめじ 大ホール,1,stage
641,stage-214-2,ダイワロイネットホテル姫路,兵庫県,姫路,姫路,stage-214,214,アクリエひめじ 大ホール,2,stage
642,stage-214-3,リッチモンドホテル姫路,兵庫県,姫路,姫路,stage-214,214,アクリエひめじ 大ホール,3,stage
643,stage-215-1,都ホテル 尼崎,兵庫県,尼崎,尼崎,stage-215,215,あましんアルカイックホール,1,stage
644,stage-215-2,ホテルヴィスキオ尼崎,兵庫県,尼崎,尼崎,stage-215,215,あましんアルカイックホール,2,stage
645,stage-215-3,尼崎プラザホテル 阪神尼崎,兵庫県,尼崎,尼崎,stage-215,215,あましんアルカイックホール,3,stage
646,stage-216-1,ホテルウィングインターナショナルプレミアム京都三条,京都府,岡崎・東山,三条・東山,stage-216,216,ロームシアター京都 メインホール,1,stage
647,stage-216-2,ホテルマテリアル,京都府,岡崎・東山,東山,stage-216,216,ロームシアター京都 メインホール,2,stage
648,stage-216-3,ウェスティン都ホテル京都,京都府,岡崎・東山,蹴上,stage-216,216,ロームシアター京都 メインホール,3,stage
649,stage-217-1,ホテルウィングインターナショナルプレミアム京都三条,京都府,岡崎・東山,三条・東山,stage-217,217,ロームシアター京都 サウスホール,1,stage
650,stage-217-2,ホテルマテリアル,京都府,岡崎・東山,東山,stage-217,217,ロームシアター京都 サウスホール,2,stage
651,stage-217-3,ウェスティン都ホテル京都,京都府,岡崎・東山,蹴上,stage-217,217,ロームシアター京都 サウスホール,3,stage
652,stage-218-1,都ホテル 京都八条,京都府,京都駅,京都,stage-218,218,京都劇場,1,stage
653,stage-218-2,ダイワロイネットホテル京都テラス八条 PREMIER,京都府,京都駅,京都,stage-218,218,京都劇場,2,stage
654,stage-218-3,ヴィアインプライム京都駅八条口,京都府,京都駅,京都,stage-218,218,京都劇場,3,stage
655,stage-219-1,ホテルミュッセ京都四条河原町名鉄,京都府,祇園四条,河原町,stage-219,219,南座,1,stage
656,stage-219-2,京都セントラルイン,京都府,祇園四条,河原町,stage-219,219,南座,2,stage
657,stage-219-3,ホテルフォルツァ京都四条河原町,京都府,祇園四条,河原町,stage-219,219,南座,3,stage
658,stage-220-1,ホテル日航奈良,奈良県,奈良,奈良,stage-220,220,なら100年会館 大ホール,1,stage
659,stage-220-2,ダイワロイネットホテル奈良,奈良県,奈良,奈良,stage-220,220,なら100年会館 大ホール,2,stage
660,stage-220-3,天然温泉 吉野桜の湯 御宿 野乃 奈良,奈良県,奈良,奈良,stage-220,220,なら100年会館 大ホール,3,stage
661,stage-221-1,びわ湖ホテル,滋賀県,大津・びわ湖浜大津,びわ湖浜大津,stage-221,221,滋賀県立芸術劇場 びわ湖ホール 大ホール,1,stage
662,stage-221-2,HOTEL 講 大津百町,滋賀県,大津・びわ湖浜大津,大津,stage-221,221,滋賀県立芸術劇場 びわ湖ホール 大ホール,2,stage
663,stage-221-3,東横INN京都琵琶湖大津,滋賀県,大津・びわ湖浜大津,大津,stage-221,221,滋賀県立芸術劇場 びわ湖ホール 大ホール,3,stage
664,stage-222-1,ダイワロイネットホテル和歌山,和歌山県,和歌山,和歌山,stage-222,222,和歌山県民文化会館 大ホール,1,stage
665,stage-222-2,天然温泉 紀州の湯 ドーミーインPREMIUM和歌山,和歌山県,和歌山,和歌山,stage-222,222,和歌山県民文化会館 大ホール,2,stage
666,stage-222-3,コンフォートホテル和歌山,和歌山県,和歌山,和歌山,stage-222,222,和歌山県民文化会館 大ホール,3,stage
667,stage-223-1,三井ガーデンホテル岡山,岡山県,岡山,岡山,stage-223,223,岡山芸術創造劇場 ハレノワ 大劇場,1,stage
668,stage-223-2,ダイワロイネットホテル岡山駅前,岡山県,岡山,岡山,stage-223,223,岡山芸術創造劇場 ハレノワ 大劇場,2,stage
669,stage-223-3,ホテルグランヴィア岡山,岡山県,岡山,岡山,stage-223,223,岡山芸術創造劇場 ハレノワ 大劇場,3,stage
670,stage-224-1,倉敷アイビースクエア,岡山県,倉敷,倉敷,stage-224,224,倉敷市民会館,1,stage
671,stage-224-2,ロイヤルパークホテル倉敷,岡山県,倉敷,倉敷,stage-224,224,倉敷市民会館,2,stage
672,stage-224-3,センチュリオンホテル&スパ倉敷,岡山県,倉敷,倉敷,stage-224,224,倉敷市民会館,3,stage
673,stage-225-1,三井ガーデンホテル広島,広島県,広島・中区,広島・中区,stage-225,225,広島文化学園HBGホール,1,stage
674,stage-225-2,ダイワロイネットホテル広島,広島県,広島・中区,広島・中区,stage-225,225,広島文化学園HBGホール,2,stage
675,stage-225-3,ホテルインターゲート広島,広島県,広島・中区,広島・中区,stage-225,225,広島文化学園HBGホール,3,stage
676,stage-226-1,ホテルスイート広島 白島,広島県,白島・新白島,白島,stage-226,226,上野学園ホール,1,stage
677,stage-226-2,ヴィアインプライム広島新幹線口,広島県,白島・新白島,広島,stage-226,226,上野学園ホール,2,stage
678,stage-226-3,ダイワロイネットホテル広島駅前,広島県,白島・新白島,広島,stage-226,226,上野学園ホール,3,stage
679,stage-227-1,三井ガーデンホテル広島,広島県,広島・中区,広島・中区,stage-227,227,JMSアステールプラザ 大ホール,1,stage
680,stage-227-2,ダイワロイネットホテル広島,広島県,広島・中区,広島・中区,stage-227,227,JMSアステールプラザ 大ホール,2,stage
681,stage-227-3,ホテルインターゲート広島,広島県,広島・中区,広島・中区,stage-227,227,JMSアステールプラザ 大ホール,3,stage
682,stage-228-1,呉阪急ホテル,広島県,呉,呉,stage-228,228,呉信用金庫ホール,1,stage
683,stage-228-2,コンフォートホテル呉,広島県,呉,呉,stage-228,228,呉信用金庫ホール,2,stage
684,stage-228-3,クレイトンベイホテル,広島県,呉,呉,stage-228,228,呉信用金庫ホール,3,stage
685,stage-229-1,福山ニューキャッスルホテル,広島県,福山,福山,stage-229,229,ふくやま芸術文化ホール リーデンローズ 大ホール,1,stage
686,stage-229-2,ダイワロイネットホテル福山駅前,広島県,福山,福山,stage-229,229,ふくやま芸術文化ホール リーデンローズ 大ホール,2,stage
687,stage-229-3,リッチモンドホテル福山駅前,広島県,福山,福山,stage-229,229,ふくやま芸術文化ホール リーデンローズ 大ホール,3,stage
688,stage-230-1,コンフォートホテル新山口,山口県,新山口,新山口,stage-230,230,KDDI維新ホール メインホール,1,stage
689,stage-230-2,東横INN新山口駅新幹線口,山口県,新山口,新山口,stage-230,230,KDDI維新ホール メインホール,2,stage
690,stage-230-3,ホテルアクティブ!山口,山口県,新山口,新山口,stage-230,230,KDDI維新ホール メインホール,3,stage
691,stage-231-1,松江エクセルホテル東急,島根県,松江,松江,stage-231,231,島根県民会館 大ホール,1,stage
692,stage-231-2,ドーミーインEXPRESS松江,島根県,松江,松江,stage-231,231,島根県民会館 大ホール,2,stage
693,stage-231-3,ホテルルートイン松江,島根県,松江,松江,stage-231,231,島根県民会館 大ホール,3,stage
694,stage-232-1,ANAクラウンプラザホテル米子,鳥取県,米子,米子,stage-232,232,米子コンベンションセンター BiG SHiP 多目的ホール,1,stage
695,stage-232-2,グリーンリッチホテル米子駅前,鳥取県,米子,米子,stage-232,232,米子コンベンションセンター BiG SHiP 多目的ホール,2,stage
696,stage-232-3,東横INN米子駅前,鳥取県,米子,米子,stage-232,232,米子コンベンションセンター BiG SHiP 多目的ホール,3,stage
697,stage-233-1,JRホテルクレメント高松,香川県,高松,高松,stage-233,233,レクザムホール 大ホール,1,stage
698,stage-233-2,ダイワロイネットホテル高松,香川県,高松,高松,stage-233,233,レクザムホール 大ホール,2,stage
699,stage-233-3,コンフォートホテル高松,香川県,高松,高松,stage-233,233,レクザムホール 大ホール,3,stage
700,stage-234-1,JRホテルクレメント徳島,徳島県,徳島,徳島,stage-234,234,あわぎんホール,1,stage
701,stage-234-2,ダイワロイネットホテル徳島駅前,徳島県,徳島,徳島,stage-234,234,あわぎんホール,2,stage
702,stage-234-3,スマイルホテル徳島,徳島県,徳島,徳島,stage-234,234,あわぎんホール,3,stage
703,stage-235-1,ANAクラウンプラザホテル松山,愛媛県,松山,松山,stage-235,235,愛媛県県民文化会館 メインホール,1,stage
704,stage-235-2,ダイワロイネットホテル松山,愛媛県,松山,松山,stage-235,235,愛媛県県民文化会館 メインホール,2,stage
705,stage-235-3,コンフォートホテル松山,愛媛県,松山,松山,stage-235,235,愛媛県県民文化会館 メインホール,3,stage
706,stage-236-1,ザ クラウンパレス新阪急高知,高知県,高知,高知,stage-236,236,高知県立県民文化ホール オレンジホール,1,stage
707,stage-236-2,ドーミーイン高知,高知県,高知,高知,stage-236,236,高知県立県民文化ホール オレンジホール,2,stage
708,stage-236-3,コンフォートホテル高知,高知県,高知,高知,stage-236,236,高知県立県民文化ホール オレンジホール,3,stage
709,stage-237-1,三井ガーデンホテル福岡祇園,福岡県,中洲川端,祇園,stage-237,237,博多座,1,stage
710,stage-237-2,西鉄ホテル クルーム博多祇園 櫛田神社前,福岡県,中洲川端,祇園,stage-237,237,博多座,2,stage
711,stage-237-3,ホテルリソルトリニティ博多,福岡県,中洲川端,中洲川端,stage-237,237,博多座,3,stage
712,stage-238-1,三井ガーデンホテル福岡祇園,福岡県,祇園・中洲川端,祇園,stage-238,238,キャナルシティ劇場,1,stage
713,stage-238-2,西鉄ホテル クルーム博多祇園 櫛田神社前,福岡県,祇園・中洲川端,祇園,stage-238,238,キャナルシティ劇場,2,stage
714,stage-238-3,ホテルリソルトリニティ博多,福岡県,祇園・中洲川端,中洲川端,stage-238,238,キャナルシティ劇場,3,stage
715,stage-239-1,ホテル博多プレイス,福岡県,天神・須崎公園,博多ふ頭,stage-239,239,福岡市民ホール 大ホール,1,stage
716,stage-239-2,ザ・ワンファイブマリン福岡,福岡県,天神・須崎公園,呉服町,stage-239,239,福岡市民ホール 大ホール,2,stage
717,stage-239-3,ホテルニューガイア上呉服,福岡県,天神・須崎公園,呉服町,stage-239,239,福岡市民ホール 大ホール,3,stage
718,stage-240-1,ホテル博多プレイス,福岡県,博多ふ頭,博多ふ頭,stage-240,240,福岡サンパレス ホテル&ホール コンサートホール,1,stage
719,stage-240-2,ザ・ワンファイブマリン福岡,福岡県,博多ふ頭,呉服町,stage-240,240,福岡サンパレス ホテル&ホール コンサートホール,2,stage
720,stage-240-3,ホテルニューガイア上呉服,福岡県,博多ふ頭,呉服町,stage-240,240,福岡サンパレス ホテル&ホール コンサートホール,3,stage
721,stage-241-1,JR九州ステーションホテル小倉,福岡県,小倉,小倉,stage-241,241,北九州メッセ,1,stage
722,stage-241-2,ダイワロイネットホテル小倉駅前,福岡県,小倉,小倉,stage-241,241,北九州メッセ,2,stage
723,stage-241-3,クインテッサホテル小倉 Comic & Books,福岡県,小倉,小倉,stage-241,241,北九州メッセ,3,stage
724,stage-242-1,JR九州ステーションホテル小倉,福岡県,小倉,小倉,stage-242,242,J:COM北九州芸術劇場 大ホール,1,stage
725,stage-242-2,ダイワロイネットホテル小倉駅前,福岡県,小倉,小倉,stage-242,242,J:COM北九州芸術劇場 大ホール,2,stage
726,stage-242-3,クインテッサホテル小倉 Comic & Books,福岡県,小倉,小倉,stage-242,242,J:COM北九州芸術劇場 大ホール,3,stage
727,stage-243-1,ザ・セレクトン久留米,福岡県,久留米,久留米,stage-243,243,久留米シティプラザ ザ・グランドホール,1,stage
728,stage-243-2,グリーンリッチホテル久留米,福岡県,久留米,久留米,stage-243,243,久留米シティプラザ ザ・グランドホール,2,stage
729,stage-243-3,久留米ワシントンホテルプラザ,福岡県,久留米,久留米,stage-243,243,久留米シティプラザ ザ・グランドホール,3,stage
730,stage-244-1,KOKO HOTEL Premier 熊本,熊本県,熊本・桜町,桜町,stage-244,244,熊本城ホール メインホール,1,stage
731,stage-244-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本県,熊本・桜町,熊本,stage-244,244,熊本城ホール メインホール,2,stage
732,stage-244-3,三井ガーデンホテル熊本,熊本県,熊本・桜町,熊本,stage-244,244,熊本城ホール メインホール,3,stage
733,stage-245-1,KOKO HOTEL Premier 熊本,熊本県,熊本,桜町,stage-245,245,熊本県立劇場 演劇ホール,1,stage
734,stage-245-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本県,熊本,熊本,stage-245,245,熊本県立劇場 演劇ホール,2,stage
735,stage-245-3,三井ガーデンホテル熊本,熊本県,熊本,熊本,stage-245,245,熊本県立劇場 演劇ホール,3,stage
736,stage-246-1,JR九州ホテル ブラッサム大分,大分県,大分,大分,stage-246,246,iichikoグランシアタ,1,stage
737,stage-246-2,ダイワロイネットホテル大分,大分県,大分,大分,stage-246,246,iichikoグランシアタ,2,stage
738,stage-246-3,ホテル日航大分 オアシスタワー,大分県,大分,大分,stage-246,246,iichikoグランシアタ,3,stage
739,stage-247-1,JR九州ホテル長崎,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,1,stage
740,stage-247-2,ホテルフォルツァ長崎,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,2,stage
741,stage-247-3,ドーミーインPREMIUM長崎駅前,長崎県,長崎・浦上,長崎,stage-247,247,ベネックス長崎ブリックホール 大ホール,3,stage
742,stage-248-1,JR九州ホテル宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,1,stage
743,stage-248-2,コンフォートホテル宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,2,stage
744,stage-248-3,ドーミーイン宮崎,宮崎県,宮崎,宮崎,stage-248,248,メディキット県民文化センター 演劇ホール,3,stage
745,stage-249-1,JR九州ホテル鹿児島,鹿児島県,鹿児島,鹿児島中央,stage-249,249,川商ホール 第1ホール,1,stage
746,stage-249-2,ソラリア西鉄ホテル鹿児島,鹿児島県,鹿児島,鹿児島中央,stage-249,249,川商ホール 第1ホール,2,stage
747,stage-249-3,ダイワロイネットホテル鹿児島天文館 PREMIER,鹿児島県,鹿児島,天文館,stage-249,249,川商ホール 第1ホール,3,stage
748,stage-250-1,ホテル コレクティブ,沖縄県,那覇・国際通り,国際通り,stage-250,250,那覇文化芸術劇場なはーと 大劇場,1,stage
749,stage-250-2,ダイワロイネットホテル那覇国際通り,沖縄県,那覇・国際通り,牧志,stage-250,250,那覇文化芸術劇場なはーと 大劇場,2,stage
750,stage-250-3,ホテルグレイスリー那覇,沖縄県,那覇・国際通り,国際通り,stage-250,250,那覇文化芸術劇場なはーと 大劇場,3,stage
