no,id,hotel_name,venue_name,venue_id,venue_number,rank,rakuten_hotel_no,rakuten_url,rakuten_url_source,jalan_yad_no,jalan_url,jalan_url_source
713,stage-238-2,西鉄ホテル クルーム博多祇園 櫛田神社前,キャナルシティ劇場,stage-238,238,2,,,missing,,,missing
714,stage-238-3,ホテルリソルトリニティ博多,キャナルシティ劇場,stage-238,238,3,,,missing,,,missing
715,stage-239-1,ホテル博多プレイス,福岡市民ホール 大ホール,stage-239,239,1,,,missing,,,missing
716,stage-239-2,ザ・ワンファイブマリン福岡,福岡市民ホール 大ホール,stage-239,239,2,,,missing,,,missing
717,stage-239-3,ホテルニューガイア上呉服,福岡市民ホール 大ホール,stage-239,239,3,,,missing,,,missing
718,stage-240-1,ホテル博多プレイス,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,1,,,missing,,,missing
719,stage-240-2,ザ・ワンファイブマリン福岡,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,2,,,missing,,,missing
720,stage-240-3,ホテルニューガイア上呉服,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,3,,,missing,,,missing
721,stage-241-1,JR九州ステーションホテル小倉,北九州メッセ,stage-241,241,1,,,missing,,,missing
722,stage-241-2,ダイワロイネットホテル小倉駅前,北九州メッセ,stage-241,241,2,,,missing,,,missing
723,stage-241-3,クインテッサホテル小倉 Comic & Books,北九州メッセ,stage-241,241,3,,,missing,,,missing
724,stage-242-1,JR九州ステーションホテル小倉,J:COM北九州芸術劇場 大ホール,stage-242,242,1,,,missing,,,missing
725,stage-242-2,ダイワロイネットホテル小倉駅前,J:COM北九州芸術劇場 大ホール,stage-242,242,2,,,missing,,,missing
726,stage-242-3,クインテッサホテル小倉 Comic & Books,J:COM北九州芸術劇場 大ホール,stage-242,242,3,,,missing,,,missing
727,stage-243-1,ザ・セレクトン久留米,久留米シティプラザ ザ・グランドホール,stage-243,243,1,,,missing,,,missing
728,stage-243-2,グリーンリッチホテル久留米,久留米シティプラザ ザ・グランドホール,stage-243,243,2,,,missing,,,missing
729,stage-243-3,久留米ワシントンホテルプラザ,久留米シティプラザ ザ・グランドホール,stage-243,243,3,,,missing,,,missing
730,stage-244-1,KOKO HOTEL Premier 熊本,熊本城ホール メインホール,stage-244,244,1,,,missing,,,missing
731,stage-244-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本城ホール メインホール,stage-244,244,2,,,missing,,,missing
732,stage-244-3,三井ガーデンホテル熊本,熊本城ホール メインホール,stage-244,244,3,,,missing,,,missing
733,stage-245-1,KOKO HOTEL Premier 熊本,熊本県立劇場 演劇ホール,stage-245,245,1,,,missing,,,missing
734,stage-245-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本県立劇場 演劇ホール,stage-245,245,2,,,missing,,,missing
735,stage-245-3,三井ガーデンホテル熊本,熊本県立劇場 演劇ホール,stage-245,245,3,,,missing,,,missing
736,stage-246-1,JR九州ホテル ブラッサム大分,iichikoグランシアタ,stage-246,246,1,,,missing,,,missing
737,stage-246-2,ダイワロイネットホテル大分,iichikoグランシアタ,stage-246,246,2,,,missing,,,missing
738,stage-246-3,ホテル日航大分 オアシスタワー,iichikoグランシアタ,stage-246,246,3,,,missing,,,missing
739,stage-247-1,JR九州ホテル長崎,ベネックス長崎ブリックホール 大ホール,stage-247,247,1,,,missing,,,missing
740,stage-247-2,ホテルフォルツァ長崎,ベネックス長崎ブリックホール 大ホール,stage-247,247,2,,,missing,,,missing
741,stage-247-3,ドーミーインPREMIUM長崎駅前,ベネックス長崎ブリックホール 大ホール,stage-247,247,3,,,missing,,,missing
742,stage-248-1,JR九州ホテル宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,1,,,missing,,,missing
743,stage-248-2,コンフォートホテル宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,2,,,missing,,,missing
744,stage-248-3,ドーミーイン宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,3,,,missing,,,missing
745,stage-249-1,JR九州ホテル鹿児島,川商ホール 第1ホール,stage-249,249,1,,,missing,,,missing
746,stage-249-2,ソラリア西鉄ホテル鹿児島,川商ホール 第1ホール,stage-249,249,2,,,missing,,,missing
747,stage-249-3,ダイワロイネットホテル鹿児島天文館 PREMIER,川商ホール 第1ホール,stage-249,249,3,,,missing,,,missing
748,stage-250-1,ホテル コレクティブ,那覇文化芸術劇場なはーと 大劇場,stage-250,250,1,,,missing,,,missing
749,stage-250-2,ダイワロイネットホテル那覇国際通り,那覇文化芸術劇場なはーと 大劇場,stage-250,250,2,,,missing,,,missing
750,stage-250-3,ホテルグレイスリー那覇,那覇文化芸術劇場なはーと 大劇場,stage-250,250,3,,,missing,,,missing
